var0|var1|var2|var3|var4|var5|var6|var7|var8|var9|var10|var11|var12|var13|var14|var15|var16|var17|var18|var19|var20|var21|var22|var23|var24|var25|var26|var27|var28|var29|var30|var31|var32|var33|var34|var35|var36|var37|var38|var39|var40|var41|var42|var43|var44|var45|var46|var47|var48|var49|var50|var51|var52|var53|var54|var55|var56|var57|var58|var59|var60|var61|var62|var63|var64|var65|var66|var67|var68
3878003|17731140|N|2010-01-17|545.47|37015.0244544|3700.0|13407.1526722|Y|1993-05-18|258|B|X|5W|7|2|*2|A|25.6|3|V|1|I|12217.82959|202.0|1000|2013-02-19|00:00:00.108872|00|2|70|N|21491|S|2|M|N|2|1310550|1|750|4|663|C|3020|484|88|8|*2|Y|2010-11-16|Y|2006-07-07 00:00:01|619|P|2006-02-12 00:00:00|52|02|Y|Y|*2|356|0|0|4|4|41094809.6213|2|2.2672145
1929153|7317107|N|2012-11-19|142.26|12695.9340259|4800.0|2915.21356417|Y|2000-05-05|C21|null|4|5W|29|1|*2|A|53.41|8|U|2|I|12717.6936923|104.0|1000|2013-03-10|00:00:00.108872|50|1|37|null|3775|S|0|X|M|5|3152585|7|394|4|826|T|7996|076|750|8|*2|Y|2007-11-14|Y|2007-02-12 00:00:01|355|M|2004-03-08 00:00:00|02|81|N|Y|*2|978|0|1|5|2|4881108.23229|8|9.785532
867498|49296957|Y|2004-07-27|105.03|37030.9530183|4500.0|12640.7561139|Y|2005-05-22|258|B|null|5W|19|3|*2|R|66.16|2|null|2|I|2894.42369018|265.0|1000|2013-04-10|00:00:00.108872|11|8|99|N|51939|A|null|N|S|1|169233|*2|360|14|484|S|3234|642|813|5|*2|N|2008-10-28|N|2005-04-17 00:00:01|461|C|2008-03-26 00:00:00|00|00|N|Y|*2|156|0|2|5|0|null|2|858.8591
2514071|49718574|N|2012-06-28|1744.66|37547.3277294|500.0|8358.12453061|Y|1991-01-26|026|B|X|5A|6|1|*2|F|56.31|0|I|2|B|12633.4515688|123.0|5100|2013-08-23|00:00:00.108872|11|8|307|N|85896|N|0|N|P|5|101368|7|677|22|102|S|7911|752|403|5|*2|N|2008-05-25|Y|2011-12-28 00:00:01|931|C|2003-11-11 00:00:00|02|90|N|Y|*2|392|0|0|9|2|29898557.2392|8|18.654432
578521|20459339|N|2005-03-04|347.92|17788.0525213|2200.0|6969.93093791|Y|2012-04-28|252|B|X|5Z|36|3|*2|A|204.99|2|E|2|B|15865.6528015|183.0|5100|2013-06-08|00:00:00.108872|50|8|463|M|78686|S|2|M|P|2|1358749|2|582|1|301|T|7297|458|646|8|*2|Y|2012-10-17|N|2012-09-06 00:00:01|637|M|2007-06-17 00:00:00|01|01|Y|Y|*2|188|0|0|0|4|76718574.4295|0|418.70825
3258337|43122924|N|2008-10-02|545.47|3834.32732786|1000.0|5166.76589031|Y|1995-08-28|253|B|4|5A|37|4|*2|F|225.5|1|I|2|I|2035.25850947|51.5|5100|2013-04-05|00:00:00.108872|00|8|26|N|58706|A|9|X|M|4|2718831|3|210|22|553|S|5967|724|156|8|*2|N|2010-04-04|N|2004-10-21 00:00:01|116|M|2005-03-03 00:00:00|52|01|Y|Y|*2|458|0|2|5|3|74824128.8119|8|141.20776
4929979|31134228|Y|2011-03-20|272.0|23753.332295|12000.0|13832.7891421|Y|2000-03-27|056|B|4|5X|6|3|*2|R|142.95|2|C|1|I|4564.63786961|29.02|5100|2013-01-12|00:00:00.108872|00|8|84|N|13073|A|2|X|S|0|1332150|4|575|11|285|A|7217|124|654|5|*2|N|2005-04-23|N|2003-04-09 00:00:01|746|C|2005-12-26 00:00:00|00|81|Y|Y|*2|188|0|2|6|0|84613055.8601|0|1012.62836
3191883|55982270|Y|null|1299.56|9511.8567486|1350.0|16630.8619508|Y|2000-01-28|013|B|4|5N|36|2|*2|D|130.03|2|S|1|I|8719.08808825|323.85|5100|2013-05-23|00:00:00.108872|11|2|552|N|42119|S|1|M|S|2|2740627|5|541|1|677|D|5912|826|163|5|*2|Y|2005-07-29|N|2003-06-24 00:00:01|188|M|2005-12-30 00:00:00|02|00|Y|Y|*2|356|0|1|7|3|53474735.9359|2|28.531124
4555229|83491184|Y|2006-04-26|112.5|35696.8095665|5000.0|3181.42284652|Y|1994-07-03|001|B|X|5X|3|1|*2|F|51.28|5|S|2|I|4317.15382687|144.0|5100|2013-01-26|00:00:00.108872|00|2|106|N|61641|F|1|null|P|4|1287649|6|741|7|658|T|9211|076|579|8|*2|Y|2005-08-20|N|null|215|C|2004-04-14 00:00:00|00|02|Y|Y|*2|348|0|0|8|3|null|1|3.2316854
6061191|48427270|N|2010-12-14|318.1|37303.9588848|1650.0|14165.567253|Y|1992-06-14|254|B|4|5X|38|3|*2|F|112.73|6|N|1|B|225.071530282|1250.0|5100|2013-03-25|00:00:00.108872|50|null|157|M|65801|S|1|N|M|null|1545699|7|150|10|701|S|5966|276|654|5|*2|Y|2008-12-25|Y|2003-01-17 00:00:01|426|P|2013-02-08 00:00:00|52|81|Y|Y|*2|458|0|1|8|3|89189901.4259|1|766.9032
1993791|66216389|N|2011-04-11|1368.04|7572.93168672|2500.0|4636.99464614|Y|1991-06-02|C14|B|4|5W|11|4|*2|A|3.37|0|U|1|B|4583.32862206|60.0|1000|2013-02-17|00:00:00.108872|11|8|522|M|54685|F|1|X|P|5|2718056|7|141|28|186|N|7210|850|373|8|*2|N|2005-02-14|N|2002-09-29 00:00:01|184|M|2006-10-10 00:00:00|01|02|Y|Y|*2|524|0|1|9|2|null|2|7.117973
6638193|77579192|Y|2013-07-21|4697.0|20155.2698889|951.0|589.859409552|Y|2008-12-19|C21|B|X|5Z|34|1|*2|D|51.39|8|R|1|I|14192.5421937|304.5|5100|2013-03-10|00:00:00.108872|50|8|19|M|55450|S|1|M|N|3|1512749|3|609|9|924|N|7211|356|440|5|*2|null|2011-06-12|Y|null|445|C|2006-07-03 00:00:00|71|01|Y|Y|*2|348|0|0|5|1|5293639.86917|2|466.60318
722669|28503353|N|2010-09-01|75.0|459.291546201|6300.0|15615.1273131|Y|1992-07-29|L04|B|4|5A|30|1|*2|R|138.48|0|I|1|I|10300.3843057|403.0|5100|2013-01-15|00:00:00.108872|00|2|286|N|32406|A|9|N|M|0|785027|4|622|8|128|D|6011|458|739|5|*2|Y|2012-09-30|Y|null|827|M|2010-05-15 00:00:00|06|02|N|Y|*2|986|0|1|2|4|51339455.2917|0|2345.8647
6181794|76735922|Y|2009-01-19|85.63|5562.4439633|850.0|15326.6317682|Y|1991-11-29|053|B|4|null|6|2|*2|R|112.8|7|U|1|B|10855.2473864|42.25|1000|2013-02-15|00:00:00.108872|17|8|3182|M|25914|A|0|N|P|3|45022|3|492|10|412|O|7211|280|124|5|*2|Y|2013-07-21|N|2005-10-28 00:00:01|687|M|2008-09-18 00:00:00|08|90|N|Y|*2|826|0|0|2|0|null|8|2.420622
5843471|90260848|N|2007-07-31|147.0|987.937565187|4450.0|15230.5851428|Y|1987-03-11|058|B|X|5Z|35|0|*2|A|300.0|4|N|2|B|8403.23076754|615.0|1000|2013-07-22|00:00:00.108872|17|null|170|N|42443|N|1|X|null|2|1358749|4|81|0|416|R|3512|356|535|8|*2|null|2013-07-22|Y|2012-02-18 00:00:01|432|P|2004-07-19 00:00:00|02|01|N|Y|*2|124|0|1|7|0|null|0|18.097343
161747|38482283|Y|null|3398.2|34600.9248382|3575.0|9994.61328651|Y|1985-03-08|023|B|4|5N|27|3|*2|D|80.64|0|U|2|I|2093.04355092|182.25|1000|2013-03-24|00:00:00.108872|11|1|116|N|74388|A|0|X|M|4|786819|1|522|14|968|D|3001|280|150|5|*2|N|2011-01-19|N|2007-06-10 00:00:01|510|M|2003-12-27 00:00:00|08|00|N|Y|*2|356|0|1|5|2|null|8|762.1523
5398790|1470268|N|null|249.14|8744.90824222|3250.0|8965.57010165|Y|1997-06-13|058|B|X|5Y|0|4|*2|F|23.48|5|E|2|B|1799.46840201|203.99|5100|2013-01-18|00:00:00.108872|17|1|3750|N|55175|N|2|null|N|0|1336049|3|331|11|455|R|3058|376|247|5|*2|Y|2006-01-20|Y|2005-09-23 00:00:01|268|M|2005-02-08 00:00:00|00|01|N|Y|*2|392|0|null|8|2|35580704.8336|0|7.289508
7609048|29586786|Y|2007-10-25|112.5|4321.18472654|8205.0|2145.36825745|Y|1997-07-05|252|B|4|5A|26|3|*2|R|4.52|7|V|2|I|11500.0291405|104.5|1000|2013-05-13|00:00:00.108872|11|8|57|N|77145|S|9|X|N|4|1279150|3|45|4|830|O|8911|724|950|8|*2|Y|2013-04-18|Y|2004-06-18 00:00:01|20|P|2008-12-19 00:00:00|01|90|Y|Y|*2|986|0|0|9|3|51210292.6074|0|4.442354
1448608|51521804|Y|2007-07-12|1169.96|3760.49859923|2150.0|2769.410617|Y|2010-07-08|013|B|X|5Y|18|3|*2|F|9.68|4|P|2|I|15531.7448662|318.0|5100|2013-08-06|00:00:00.108872|11|1|141|N|57321|S|2|null|P|1|1333349|0|888|6|932|R|3662|376|381|8|*2|Y|2008-02-01|N|2012-05-11 00:00:01|562|M|2011-10-09 00:00:00|01|00|Y|Y|*2|986|0|0|0|3|20731769.0895|8|393.189
6946279|18839894|N|2007-08-10|499.44|18352.6155716|3825.0|4618.49832131|Y|1993-12-07|056|B|4|5W|5|0|*2|A|51.38|null|I|2|B|15860.3089116|386.0|5100|2013-02-20|00:00:00.108872|17|8|504|M|78445|F|2|M|M|1|1303949|*2|791|16|534|R|6300|392|560|5|*2|N|2009-02-10|N|2012-02-21 00:00:01|1|P|2003-10-15 00:00:00|52|90|N|Y|*2|986|0|1|6|2|45912735.8086|2|117.64606
5376928|87370700|N|2010-12-22|2750.0|31149.7136662|520.0|13092.0291537|Y|2012-05-13|019|B|X|5Z|26|1|*2|A|125.89|3|U|2|I|6492.34896555|1000.0|5100|2013-07-09|00:00:00.108872|00|null|532|M|46254|F|0|M|P|1|1324050|1|336|11|106|null|5946|392|538|8|*2|null|2013-04-19|N|2006-01-04 00:00:01|890|P|2011-07-11 00:00:00|00|81|N|Y|*2|840|0|0|5|2|null|0|3.6554198
1010080|10957044|N|2006-05-12|90.95|23721.4800031|520.0|1157.10570977|Y|1989-08-29|L05|B|4|5Z|11|1|*2|F|111.96|4|null|1|I|3227.58256897|150.0|5100|2013-02-04|00:00:00.108872|50|8|39|M|45246|N|2|M|S|0|1291150|4|719|4|819|D|3144|410|743|8|*2|Y|null|Y|2010-04-08 00:00:01|398|M|2006-05-28 00:00:00|02|90|Y|Y|*2|840|0|0|0|4|153526.174544|8|24.987186
1087721|1478212|Y|2012-05-07|4591.0|11358.767625|3650.0|5307.18983026|Y|1992-12-18|058|null|4|5W|25|2|*2|R|57.79|1|P|1|B|12843.7370912|1250.0|1000|2013-04-14|00:00:00.108872|50|8|40|M|62979|F|9|M|P|1|169233|*2|469|9|603|T|5983|630|760|5|*2|Y|2007-12-20|Y|2004-08-24 00:00:01|715|C|null|71|81|Y|Y|*2|410|0|2|4|4|33165582.0549|1|728.3798
2640378|33281734|Y|2010-03-17|218.77|4247.26285698|6000.0|7146.69642432|Y|2013-04-26|019|B|4|5Z|20|1|*2|F|41.16|7|I|1|I|6178.74115064|1.0|1000|2013-07-19|00:00:00.108872|17|8|113|N|7960|A|2|M|N|3|785027|7|394|14|302|R|3503|076|243|5|*2|Y|2006-09-13|Y|2009-02-26 00:00:01|797|M|2003-09-22 00:00:00|51|90|Y|Y|*2|376|0|1|2|7|null|2|93.10096
2253735|51179804|N|2005-05-27|745.81|7437.06614386|750.0|15639.1369619|null|2004-05-12|013|B|4|5N|3|2|*2|R|249.74|7|N|2|I|7097.83372034|202.95|5100|2013-07-31|00:00:00.108872|00|2|661|N|69008|null|9|X|N|5|1323849|0|681|5|202|S|5072|246|72|8|*2|Y|2007-03-13|Y|2007-03-30 00:00:01|361|C|null|05|02|N|Y|*2|156|0|1|4|1|33454061.9039|0|757.35754
6024604|43689321|N|2006-08-02|109.26|14959.8956054|3900.0|1832.44024952|Y|2009-06-29|252|B|X|5Z|15|1|*2|D|157.39|1|U|2|I|7125.33764166|1000.0|5100|2013-07-04|00:00:00.108872|17|1|336|M|18692|N|1|X|M|2|1512749|3|749|6|524|A|4722|840|530|8|*2|N|2013-04-25|Y|2008-01-31 00:00:01|603|P|2007-04-26 00:00:00|02|81|N|Y|*2|392|0|1|1|0|12056792.9557|0|4490.091
7499299|68626532|N|2010-12-04|87.45|16520.9775743|12000.0|13662.0373568|Y|1997-04-26|L06|B|null|5X|16|4|*2|R|168.86|3|C|1|B|12232.9646206|403.0|5100|2013-03-11|00:00:00.108872|00|8|338|N|10400|S|1|M|P|2|1336549|5|958|0|565|S|3196|156|275|5|*2|N|null|N|2009-03-06 00:00:01|138|C|2003-07-21 00:00:00|01|02|null|Y|*2|392|0|2|1|4|70921143.0937|2|1295.8499
2454271|51154383|N|2005-12-31|1950.0|12978.0224158|4100.0|-869.918037073|Y|2010-09-30|C01|B|X|5Z|3|4|*2|R|106.85|5|W|2|I|14388.9704088|226.0|1000|2013-03-22|00:00:00.108872|11|1|813|M|6037|A|9|N|N|1|9219|2|842|22|42|D|7230|280|970|8|*2|Y|2012-07-30|Y|2005-07-09 00:00:01|196|M|2004-07-01 00:00:00|05|01|Y|Y|*2|410|0|0|8|5|14426789.5447|0|12.244041
8452854|58485018|Y|2011-04-08|1914.65|3401.35316386|6800.0|-690.19385495|null|2003-12-17|L05|B|X|5X|27|4|*2|A|98.39|1|P|2|B|921.062997022|123.0|1000|2013-05-27|00:00:00.108872|11|8|256|M|89285|F|0|X|M|2|1304040|*2|420|0|66|C|3609|344|707|5|*2|Y|2006-04-28|Y|2008-06-16 00:00:01|804|P|2004-03-02 00:00:00|02|90|N|Y|*2|348|0|null|5|4|40942631.266|8|705.2366
7472701|68230005|N|null|998.91|34952.0190368|17200.0|5886.0340285|Y|2000-11-19|255|null|4|5Z|26|0|*2|R|148.35|4|P|2|B|6446.86552056|367.0|1000|2013-08-14|00:00:00.108872|11|1|187|N|47013|N|null|N|M|3|1295650|0|904|4|983|O|5045|826|119|8|*2|Y|2008-12-15|N|2011-09-29 00:00:01|812|P|2006-06-14 00:00:00|06|81|Y|Y|*2|840|0|1|9|3|null|0|12.696693
8485952|49703997|Y|2013-06-19|134.5|26710.5629788|650.0|11030.5666777|Y|1996-06-25|026|B|4|5W|22|1|*2|D|0.57|7|I|1|B|15844.202911|303.0|5100|2013-08-08|00:00:00.108872|50|2|490|N|24592|N|0|M|N|3|1303949|4|5|1|602|R|5970|642|852|5|*2|Y|2011-02-17|Y|2006-06-14 00:00:01|265|C|2006-08-25 00:00:00|05|00|Y|Y|*2|392|0|1|7|0|null|1|9.58976
7987650|8660865|Y|2009-07-11|985.8|37060.470934|12000.0|3772.138259|Y|2005-06-15|252|B|X|5Y|30|4|*2|R|62.18|0|N|2|I|5568.73110981|20.0|5100|2013-04-10|00:00:00.108872|11|1|137|M|38835|N|0|N|S|2|101368|4|834|6|837|R|5571|642|562|8|*2|N|2013-02-10|Y|2011-05-04 00:00:01|294|C|2007-04-25 00:00:00|00|81|Y|Y|*2|986|0|1|6|7|33855242.698|8|128.66046
5836072|27263219|Y|2004-12-31|1744.66|17294.866538|311.0|15859.7167204|Y|2000-03-25|252|B|null|5W|18|2|*2|A|22.62|3|E|1|I|7329.61450783|127.0|5100|2013-05-11|00:00:00.108872|00|1|138|M|5206|F|null|N|M|4|1353249|2|191|7|256|D|3034|344|944|5|*2|Y|2010-01-14|Y|2013-04-28 00:00:01|200|C|2003-08-28 00:00:00|08|00|Y|Y|*2|156|0|0|7|1|86080107.4208|8|2.7120295
5643052|42305833|N|2013-01-22|1895.0|30557.8370273|951.0|3154.97714856|Y|2001-06-02|010|null|4|5A|22|1|*2|R|19.87|8|T|2|B|2799.6427385|42.0|5100|2013-08-01|00:00:00.108872|00|8|520|N|58187|A|2|M|P|3|45022|1|297|11|152|A|6010|826|328|8|*2|N|2009-10-13|Y|2005-07-19 00:00:01|570|C|2012-06-18 00:00:00|52|81|N|null|*2|376|0|0|0|7|85285668.4513|8|3.0960479
3928809|33899830|Y|2005-04-06|237.55|6957.37124623|950.0|5787.67996995|Y|2012-10-29|026|B|X|5W|2|2|*2|A|26.37|0|W|2|I|3225.88436161|372.47|1000|2013-03-10|00:00:00.108872|00|1|276|N|46542|S|2|X|P|0|9219|5|464|16|516|O|5065|826|579|8|*2|Y|null|N|2004-11-22 00:00:01|477|P|null|71|00|N|Y|*2|392|0|null|9|5|25395506.5875|1|629.79376
5093199|6963337|Y|2008-06-23|1825.0|18697.9736169|2500.0|359.183723711|Y|2004-08-10|058|B|4|5Y|2|1|*2|F|42.97|0|R|1|I|11228.538285|203.99|5100|2013-07-13|00:00:00.108872|50|2|1233|N|95938|A|2|M|S|5|1336549|4|10|22|241|T|5992|280|806|8|*2|N|2007-10-04|Y|2004-03-07 00:00:01|781|P|2013-05-04 00:00:00|01|00|Y|Y|*2|978|0|1|5|7|61294935.168|8|6.6968303
3298562|59589523|N|2012-07-28|182.01|36175.2017608|13650.0|15886.5739385|Y|2005-11-18|C14|B|X|5W|6|2|*2|A|148.88|4|K|2|I|1857.79811094|103.75|5100|2013-07-13|00:00:00.108872|00|8|147|M|857|N|0|X|S|1|1276999|0|574|5|927|C|3621|156|130|5|*2|Y|2011-03-01|Y|2012-08-25 00:00:01|32|P|2011-11-13 00:00:00|05|02|Y|Y|*2|156|0|2|5|3|78934219.6614|0|5.909824
2894862|69697194|N|2009-01-15|237.55|37673.7645794|3250.0|4553.37339389|Y|1997-06-28|029|B|4|5Y|9|3|*2|D|422.0|2|V|1|B|8208.71150045|163.0|1000|2013-05-11|00:00:00.108872|11|8|57|M|44260|S|9|X|M|5|1291150|5|293|28|202|O|5950|250|970|8|*2|Y|null|Y|2009-05-20 00:00:01|426|M|null|01|02|N|Y|*2|156|0|2|1|2|15077150.1426|1|13.804329
3357620|87870986|Y|2006-11-14|298.55|37768.8569425|750.0|2730.24251038|Y|2010-10-01|013|B|X|5Z|3|1|*2|R|38.36|4|W|1|B|16229.86321|202.95|5100|2013-07-13|00:00:00.108872|11|2|162|M|89504|F|null|X|P|1|4159301|4|236|8|416|O|5192|752|813|5|*2|N|2007-02-20|Y|2010-05-14 00:00:01|801|M|2003-09-13 00:00:00|51|81|Y|Y|*2|826|0|2|1|5|94471120.6468|2|2.6361442
2795946|74045556|Y|2010-11-04|1935.0|9955.63468823|311.0|5933.58726468|Y|1984-01-07|021|null|4|5N|33|1|*2|A|9.56|6|N|1|B|7896.79867377|23.5|5100|2013-02-20|00:00:00.108872|50|8|205|N|93781|A|9|N|S|5|1528234|1|23|10|328|N|5131|840|890|5|*2|N|2008-01-07|N|2011-01-14 00:00:01|267|M|2012-03-05 00:00:00|08|00|N|Y|*2|376|0|0|2|7|50977345.5408|8|15.500919
8955631|35603827|Y|2013-04-13|249.52|19553.0182875|450.0|6614.21223724|Y|1985-09-11|001|B|4|5Z|39|4|*2|D|90.02|7|W|2|B|15521.9133584|210.0|1000|2013-07-23|00:00:00.108872|11|8|902|N|29452|S|9|null|N|2|1335750|5|329|2|588|C|5441|344|144|5|*2|N|2012-05-31|N|2005-12-26 00:00:01|273|M|2011-12-18 00:00:00|05|90|Y|Y|*2|188|0|2|1|0|23777577.7974|8|6.2006555
6854924|14426548|Y|2013-06-27|1575.0|2738.68593371|20000.0|15243.0534256|Y|2004-01-30|030|B|X|5X|0|3|*2|R|134.67|8|I|1|B|3207.85265746|44.95|5100|2013-04-21|00:00:00.108872|11|8|23|N|93054|S|2|X|S|2|3152585|1|581|1|540|C|3504|630|7|5|*2|Y|2008-09-08|N|2008-01-26 00:00:01|433|P|2004-01-14 00:00:00|71|02|N|null|*2|484|0|1|5|1|null|0|231.96454
2921096|30051616|Y|2004-06-02|248.93|35497.0697502|2450.0|11503.3393388|Y|2004-07-30|029|B|4|5Y|26|0|*2|D|104.06|4|P|1|I|16129.8482316|1.0|5100|2013-07-29|00:00:00.108872|00|1|158|N|61769|F|9|N|P|2|2740627|0|904|28|74|T|5045|376|107|5|*2|N|2009-12-10|N|2012-10-01 00:00:01|228|P|2009-07-27 00:00:00|71|90|N|Y|*2|484|0|2|9|2|45451302.1306|2|4.576006
4693698|91220701|N|2009-09-06|1749.99|29287.721403|1600.0|9683.51525103|Y|1993-03-12|024|B|X|5A|9|3|*2|D|9.3|5|T|1|I|13226.4976115|165.0|5100|2013-02-02|00:00:00.108872|00|8|349|N|10557|N|1|X|N|2|2718056|0|589|5|608|T|5551|630|664|5|*2|N|2007-02-28|Y|2003-05-29 00:00:01|779|C|null|00|00|null|Y|*2|946|0|2|7|3|36101788.5663|8|537.8048
8007537|48977424|Y|2009-12-27|1107.09|24578.9661929|950.0|8902.19066563|Y|2003-12-09|253|B|4|5W|26|4|*2|F|42.33|5|I|2|B|3870.6992367|47.0|1000|2013-01-08|00:00:00.108872|11|8|144|M|99124|A|1|N|N|2|1358749|0|529|11|457|S|3771|826|496|8|*2|Y|2013-08-17|N|2010-12-12 00:00:01|427|C|null|71|02|null|Y|*2|484|0|null|5|1|95182487.4896|0|15.252857
7700923|10085431|Y|null|107.5|16424.6049922|520.0|-82.4908174712|Y|1985-01-21|C23|B|4|5Z|23|4|*2|A|32.61|8|T|2|I|3014.21190854|85.0|1000|2013-08-10|00:00:00.108872|50|8|377|M|25287|A|2|M|S|2|1303949|2|36|14|216|R|3662|188|915|5|*2|N|2006-03-31|Y|2007-04-18 00:00:01|63|P|2010-01-04 00:00:00|01|02|Y|Y|*2|410|0|2|4|5|90488750.4058|2|785.69275
3384296|51411679|N|2006-09-02|132.52|17302.4485387|3575.0|1983.27981975|Y|2000-07-21|056|B|4|5Z|37|0|*2|R|1.7|5|W|1|I|15919.3358823|318.0|5100|2013-04-12|00:00:00.108872|50|1|310|N|70434|S|1|null|M|0|1308150|6|714|4|803|A|3771|630|229|8|*2|Y|2013-01-10|Y|2009-12-28 00:00:01|150|P|2012-06-15 00:00:00|01|90|N|Y|*2|124|0|2|6|2|null|1|455.11362
3559308|72430171|N|2007-01-11|470.61|35110.8715606|8300.0|1712.0083081|Y|2009-04-23|025|B|X|5Y|32|2|*2|F|44.95|3|S|1|I|10539.2807707|203.0|1000|2013-01-13|00:00:00.108872|17|8|243|M|59954|S|2|null|P|0|1512749|6|609|6|976|O|5013|076|379|8|*2|N|2006-11-09|N|2012-04-27 00:00:01|908|M|2007-12-11 00:00:00|71|00|N|Y|*2|946|0|0|5|2|40250368.9357|8|483.8235
667243|83072757|Y|2008-03-25|87.0|6407.7977615|2750.0|5761.50030348|Y|1986-10-01|C21|B|4|5W|11|2|*2|D|74.76|7|I|2|I|2977.09952332|104.0|5100|2013-08-08|00:00:00.108872|17|8|96|N|46227|S|0|N|N|1|1287649|0|382|3|720|R|3683|630|113|5|*2|N|2006-05-16|Y|2003-11-07 00:00:01|865|M|2008-03-07 00:00:00|52|81|Y|Y|*2|156|0|0|2|1|59503139.2258|8|14.61966
7282699|66666775|Y|2005-11-23|250.76|19527.1440645|300.0|-404.490314383|Y|1994-11-15|026|B|null|5W|33|3|*2|F|114.11|8|W|2|I|9513.37497019|144.0|1000|2013-01-18|00:00:00.108872|11|8|369|M|62568|S|0|N|S|0|1545699|1|772|5|912|S|5949|124|267|5|*2|Y|2008-07-02|Y|2004-08-18 00:00:01|829|P|2004-11-30 00:00:00|00|90|Y|Y|*2|978|0|0|2|4|49624071.709|2|28.394035
8795721|53189961|N|2008-08-29|457.75|24109.0238391|311.0|4880.55925278|Y|1995-06-14|259|B|X|5W|15|4|*2|R|56.27|0|S|2|I|11996.6710259|105.0|1000|2013-01-24|00:00:00.108872|50|null|583|N|81116|S|1|X|S|1|1336049|1|679|14|978|S|3034|410|589|8|*2|Y|2009-02-24|Y|2007-09-17 00:00:01|478|M|2004-04-06 00:00:00|08|00|null|Y|*2|752|0|0|4|0|80753328.6092|1|60.50558
2448784|5708212|N|2007-05-01|691.04|11148.1744692|650.0|16622.487134|Y|1999-05-20|020|B|4|5W|6|3|*2|F|4677.94|3|N|1|B|1520.38245717|738.0|1000|2013-02-22|00:00:00.108872|11|8|134|M|59122|S|1|X|S|5|0|3|683|9|480|T|5131|250|396|8|*2|N|2013-06-06|Y|2008-02-07 00:00:01|413|C|2005-03-13 00:00:00|71|01|Y|Y|*2|124|0|0|5|0|89589682.6439|8|763.87537
3613625|60087937|N|null|124.68|30937.1461056|4650.0|10307.02522|Y|2011-11-03|057|B|X|5X|17|3|*2|A|96.35|5|V|2|B|10270.2524292|285.0|5100|2013-03-28|00:00:00.108872|11|2|167|N|66640|null|1|N|M|0|101368|0|699|8|383|R|3650|458|867|5|*2|null|2006-05-26|N|2010-05-04 00:00:01|266|M|2011-04-04 00:00:00|06|01|Y|Y|*2|752|0|0|6|4|17094566.2878|2|444.951
1608426|58744773|N|2011-03-28|697.0|35011.6431443|1500.0|2281.55530725|Y|2008-10-09|026|B|X|5Z|9|0|*2|D|35.91|6|P|2|B|12931.9812481|12.0|5100|2013-08-26|00:00:00.108872|50|2|479|M|60557|A|9|M|M|1|102658|0|150|28|649|D|4411|840|405|8|*2|N|2007-07-01|N|2003-05-25 00:00:01|69|P|null|02|00|N|Y|*2|458|0|2|8|4|206424.172415|2|3.7797897
6699767|87829381|Y|null|837.35|3054.98854909|1250.0|6039.63374675|Y|2011-12-15|026|B|4|5W|26|3|*2|A|494.36|0|S|2|B|15885.2701907|62.5|1000|2013-03-12|00:00:00.108872|11|1|822|N|13234|A|2|N|S|5|1300449|5|362|22|732|O|1520|376|878|8|*2|Y|2005-05-01|N|null|472|C|2003-12-02 00:00:00|01|00|Y|Y|*2|484|0|1|0|5|74391714.0957|8|1359.935
3665492|53338667|N|2005-03-10|264.71|18364.9597014|13650.0|-10.8988534221|Y|2012-10-06|C23|B|X|5N|39|3|*2|F|33.32|1|I|1|I|5105.54548745|415.47|5100|2013-07-21|00:00:00.108872|17|8|1007|M|98593|N|1|X|N|2|1337150|1|223|16|835|A|3607|458|534|8|*2|N|2004-10-07|N|2010-08-07 00:00:01|582|P|2004-01-31 00:00:00|00|02|null|Y|*2|348|0|1|0|2|38527493.6949|1|153.20299
6125498|88735608|Y|2010-08-30|118.0|14037.4145328|2600.0|4196.53822173|Y|1989-05-27|020|B|4|5X|25|3|*2|R|127.37|1|S|2|B|3310.28780121|386.0|1000|2013-01-03|00:00:00.108872|17|1|1170|M|50731|N|0|M|null|0|4159301|3|36|3|933|T|5039|484|884|8|*2|N|2007-01-19|Y|2010-11-05 00:00:01|24|M|2005-06-24 00:00:00|05|01|Y|null|*2|840|0|2|2|0|57570427.8011|0|328.10413
3223234|27111670|Y|2012-01-16|1047.37|30729.7812644|3500.0|1151.82311923|Y|2010-12-25|256|null|4|5N|9|1|*2|D|17.02|4|T|2|B|13706.9800158|303.5|1000|2013-06-24|00:00:00.108872|11|2|1006|N|50068|N|0|X|M|5|1545699|2|583|2|953|D|7692|356|169|8|*2|null|2006-05-11|Y|2007-01-31 00:00:01|667|P|2005-06-06 00:00:00|08|01|Y|Y|*2|986|0|0|2|0|88039698.1855|0|479.3663
3537691|88082375|Y|2004-10-04|4000.0|16133.8631711|3825.0|2200.59665792|Y|1996-02-05|L06|B|X|5N|32|3|*2|A|347.25|2|T|1|B|13495.9194958|62.5|1000|2013-02-01|00:00:00.108872|17|1|647|N|84900|S|2|X|P|1|9219|3|10|28|40|O|5947|840|697|8|*2|Y|2005-06-11|N|2008-04-21 00:00:01|302|M|2005-07-25 00:00:00|52|01|Y|Y|*2|986|0|2|9|0|74780816.14|8|1661.2162
